item_name,base_price,freshness,days_old,stock,demand_score,market_noise,time_of_day,season,is_weekend,dynamic_price,price_change,scenario,created_at
mango,150,85.0,1,69,2.02,0.78,evening,summer,True,213.23,63.23,normal_market,2026-05-12T19:22:38.314874
carrot,35,50.0,5,66,1.26,1.06,afternoon,winter,True,40.11,5.11,normal_market,2026-05-10T05:22:38.314886
cabbage,28,100.0,0,102,2.12,1.14,morning,summer,True,40.6,12.6,weekend_peak_demand,2026-05-11T07:22:38.314897
mango,150,100.0,0,51,1.58,1.2,afternoon,monsoon,False,217.5,67.5,temporary_market_spike,2026-05-11T17:22:38.314909
mango,150,25.0,5,27,0.74,0.84,afternoon,monsoon,True,78.42,-71.58,normal_market,2026-05-09T09:22:38.314921
carrot,35,60.0,4,78,1.05,1.12,afternoon,summer,True,36.6,1.6,normal_market,2026-05-12T00:22:38.314934
potato,20,85.0,5,50,1.75,1.09,evening,monsoon,False,29.0,9.0,normal_market,2026-05-10T20:22:38.314945
onion,25,96.0,1,104,1.72,1.02,morning,winter,False,31.29,6.29,normal_market,2026-05-11T11:22:38.314957
apple,120,100.0,0,17,1.28,0.93,afternoon,summer,False,166.94,46.94,normal_market,2026-05-11T12:22:38.314968
apple,120,100.0,0,102,1.76,1.07,evening,summer,True,167.56,47.56,normal_market,2026-05-12T07:22:38.314980
potato,20,82.0,6,70,1.28,0.96,morning,winter,False,23.47,3.47,normal_market,2026-05-10T13:22:38.314992
potato,20,97.0,1,14,1.59,1.03,morning,monsoon,True,29.0,9.0,weekend_peak_demand,2026-05-10T01:22:38.315003
carrot,35,90.0,1,72,1.16,1.13,evening,summer,False,50.58,15.58,normal_market,2026-05-10T15:22:38.315025
mango,150,40.0,4,8,1.26,0.76,morning,winter,True,115.75,-34.25,weekend_peak_demand,2026-05-11T12:22:38.315036
onion,25,96.0,1,69,1.82,0.97,evening,summer,False,36.25,11.25,normal_market,2026-05-11T08:22:38.315048
banana,40,64.0,3,24,1.46,1.05,evening,winter,True,48.94,8.94,normal_market,2026-05-11T05:22:38.315060
apple,120,100.0,0,112,1.39,1.04,morning,monsoon,True,144.03,24.03,weekend_peak_demand,2026-05-11T00:22:38.315071
banana,40,88.0,1,110,1.56,1.18,morning,winter,True,52.97,12.97,weekend_peak_demand,2026-05-10T08:22:38.315082
banana,40,52.0,4,119,1.28,1.07,morning,monsoon,False,34.51,-5.49,normal_market,2026-05-12T17:22:38.315094
carrot,35,100.0,0,22,1.85,0.97,afternoon,winter,False,50.75,15.75,normal_market,2026-05-13T02:22:38.315105
onion,25,92.0,2,91,2.02,0.9,evening,winter,True,29.77,4.77,normal_market,2026-05-09T17:22:38.315117
potato,20,91.0,3,84,1.47,0.9,evening,summer,True,20.68,0.68,normal_market,2026-05-11T05:22:38.315129
mango,150,70.0,2,114,1.3,0.98,afternoon,winter,False,130.07,-19.93,normal_market,2026-05-10T20:22:38.315140
potato,20,100.0,0,97,1.56,1.08,evening,winter,True,26.81,6.81,normal_market,2026-05-11T10:22:38.315153
apple,120,100.0,0,18,2.05,0.9,evening,monsoon,False,174.0,54.0,scarcity_price_surge,2026-05-11T09:22:38.315164
apple,120,85.0,3,80,1.16,1.08,afternoon,monsoon,False,148.72,28.72,normal_market,2026-05-11T03:22:38.315176
cabbage,28,60.0,5,71,1.24,1.11,evening,winter,True,39.06,11.06,normal_market,2026-05-12T10:22:38.315188
banana,40,52.0,4,51,1.34,1.07,morning,winter,True,42.79,2.79,weekend_peak_demand,2026-05-10T05:22:38.315199
carrot,35,90.0,1,27,1.5,1.1,afternoon,winter,False,50.75,15.75,normal_market,2026-05-11T12:22:38.315211
tomato,30,100.0,0,29,1.53,1.07,afternoon,summer,False,43.5,13.5,normal_market,2026-05-09T12:22:38.315222
mango,150,10.0,6,101,0.54,0.87,afternoon,winter,False,67.5,-82.5,waste_prevention_discount,2026-05-13T01:22:38.315233
banana,40,88.0,1,81,1.98,1.07,morning,monsoon,True,53.22,13.22,weekend_peak_demand,2026-05-10T10:22:38.315245
cabbage,28,68.0,4,47,1.53,0.94,morning,summer,True,31.26,3.26,weekend_peak_demand,2026-05-09T18:22:38.315256
potato,20,94.0,2,77,1.2,1.01,afternoon,winter,False,24.8,4.8,normal_market,2026-05-10T19:22:38.315268
onion,25,80.0,5,107,1.35,0.93,evening,winter,True,24.12,-0.88,normal_market,2026-05-11T13:22:38.315279
mango,150,40.0,4,11,0.91,1.1,evening,monsoon,False,155.53,5.53,normal_market,2026-05-10T13:22:38.315291
apple,120,100.0,0,43,1.32,0.97,morning,winter,True,160.74,40.74,weekend_peak_demand,2026-05-11T09:22:38.315308
potato,20,88.0,4,31,1.73,0.9,evening,monsoon,True,26.45,6.45,normal_market,2026-05-09T13:22:38.315320
cabbage,28,76.0,3,116,1.43,1.07,evening,monsoon,False,30.91,2.91,normal_market,2026-05-10T05:22:38.315332
tomato,30,10.0,5,119,0.65,1.09,morning,summer,True,14.36,-15.64,waste_prevention_discount,2026-05-11T13:22:38.315344
mango,150,55.0,3,62,1.06,0.94,afternoon,winter,False,127.03,-22.97,normal_market,2026-05-10T06:22:38.315356
onion,25,96.0,1,57,1.76,1.0,morning,summer,True,36.25,11.25,weekend_peak_demand,2026-05-11T09:22:38.315368
carrot,35,40.0,6,30,1.0,0.92,morning,summer,True,26.37,-8.63,weekend_peak_demand,2026-05-10T12:22:38.315381
potato,20,100.0,0,12,1.52,0.97,morning,monsoon,True,29.0,9.0,weekend_peak_demand,2026-05-09T22:22:38.315397
onion,25,84.0,4,89,1.08,1.01,morning,winter,False,24.22,-0.78,normal_market,2026-05-09T21:22:38.315409
onion,25,100.0,0,91,1.48,0.96,evening,summer,False,29.18,4.18,normal_market,2026-05-10T00:22:38.315421
banana,40,64.0,3,109,1.28,0.84,afternoon,winter,True,28.31,-11.69,normal_market,2026-05-09T13:22:38.315432
apple,120,80.0,4,117,1.82,0.97,evening,winter,True,136.15,16.15,normal_market,2026-05-11T19:22:38.315444
tomato,30,82.0,1,85,1.62,1.16,evening,summer,True,39.26,9.26,normal_market,2026-05-10T10:22:38.315455
onion,25,76.0,6,109,1.58,0.89,evening,monsoon,False,23.87,-1.13,normal_market,2026-05-12T00:22:38.315467
apple,120,100.0,0,118,1.32,1.01,morning,winter,False,137.25,17.25,normal_market,2026-05-10T13:22:38.315478
potato,20,91.0,3,94,1.45,0.95,evening,monsoon,False,21.71,1.71,normal_market,2026-05-12T07:22:38.315490
apple,120,95.0,1,72,1.75,1.06,evening,summer,True,174.0,54.0,normal_market,2026-05-09T08:22:38.315502
tomato,30,82.0,1,8,1.83,0.87,morning,monsoon,False,43.5,13.5,scarcity_price_surge,2026-05-11T06:22:38.315514
onion,25,84.0,4,84,1.61,1.07,evening,monsoon,True,30.49,5.49,normal_market,2026-05-10T22:22:38.315526
tomato,30,46.0,3,76,0.97,0.99,evening,winter,True,26.13,-3.87,normal_market,2026-05-13T01:22:38.315537
potato,20,88.0,4,69,1.57,1.06,evening,monsoon,False,29.0,9.0,normal_market,2026-05-12T11:22:38.315549
cabbage,28,100.0,0,96,2.19,0.95,morning,summer,True,37.29,9.29,weekend_peak_demand,2026-05-09T06:22:38.315560
tomato,30,10.0,5,24,0.47,0.99,morning,winter,True,14.95,-15.05,weekend_peak_demand,2026-05-11T23:22:38.315572
cabbage,28,68.0,4,63,1.23,0.89,afternoon,monsoon,True,26.0,-2.0,normal_market,2026-05-09T22:22:38.315584
tomato,30,100.0,0,21,1.66,1.21,afternoon,monsoon,False,43.5,13.5,temporary_market_spike,2026-05-10T22:22:38.315596
onion,25,96.0,1,9,1.76,0.97,afternoon,summer,True,36.25,11.25,scarcity_price_surge,2026-05-11T02:22:38.315608
tomato,30,10.0,5,24,0.52,1.07,afternoon,summer,True,15.66,-14.34,clearance_low_freshness,2026-05-10T11:22:38.315619
carrot,35,60.0,4,45,1.99,1.05,morning,winter,True,50.75,15.75,weekend_peak_demand,2026-05-09T18:22:38.315632
mango,150,55.0,3,37,1.45,0.91,evening,winter,True,148.08,-1.92,normal_market,2026-05-09T09:22:38.315643
tomato,30,82.0,1,93,1.77,1.19,morning,winter,False,40.64,10.64,temporary_market_spike,2026-05-10T04:22:38.315655
apple,120,100.0,0,52,1.57,0.9,afternoon,winter,False,151.76,31.76,normal_market,2026-05-12T13:22:38.315667
carrot,35,90.0,1,21,1.67,1.15,evening,monsoon,True,50.75,15.75,normal_market,2026-05-12T05:22:38.315679
cabbage,28,100.0,0,115,2.11,0.92,evening,winter,True,40.6,12.6,normal_market,2026-05-10T13:22:38.315690
mango,150,25.0,5,32,0.61,1.0,evening,winter,True,96.56,-53.44,normal_market,2026-05-12T16:22:38.315702
cabbage,28,52.0,6,118,1.23,1.03,afternoon,summer,True,21.84,-6.16,normal_market,2026-05-13T02:22:38.315714
tomato,30,100.0,0,16,1.42,0.88,evening,summer,True,43.5,13.5,normal_market,2026-05-12T06:22:38.315725
cabbage,28,100.0,0,81,1.3,1.01,afternoon,monsoon,False,30.33,2.33,normal_market,2026-05-12T09:22:38.315737
cabbage,28,60.0,5,112,1.11,1.04,afternoon,winter,False,26.78,-1.22,normal_market,2026-05-12T14:22:38.315748
apple,120,75.0,5,5,1.38,1.09,evening,monsoon,False,174.0,54.0,normal_market,2026-05-09T08:22:38.315760
mango,150,85.0,1,20,1.62,0.93,afternoon,winter,False,181.16,31.16,normal_market,2026-05-11T19:22:38.315771
potato,20,94.0,2,9,1.47,1.03,evening,summer,True,29.0,9.0,normal_market,2026-05-09T09:22:38.315783
banana,40,40.0,5,99,0.84,0.93,evening,summer,False,24.46,-15.54,normal_market,2026-05-09T21:22:38.315795
banana,40,64.0,3,104,1.31,1.01,evening,monsoon,True,37.07,-2.93,normal_market,2026-05-10T08:22:38.315806
apple,120,75.0,5,84,1.07,1.09,afternoon,summer,True,112.25,-7.75,normal_market,2026-05-10T23:22:38.315818
carrot,35,40.0,6,23,1.21,0.94,morning,summer,False,28.64,-6.36,normal_market,2026-05-11T02:22:38.315830
mango,150,85.0,1,86,2.28,0.93,afternoon,summer,True,204.56,54.56,normal_market,2026-05-11T17:22:38.315841
cabbage,28,52.0,6,100,1.39,1.0,morning,winter,True,27.45,-0.55,weekend_peak_demand,2026-05-10T07:22:38.315853
banana,40,76.0,2,118,1.24,1.05,evening,monsoon,True,41.15,1.15,normal_market,2026-05-10T11:22:38.315865
potato,20,94.0,2,11,1.54,1.03,afternoon,monsoon,True,29.0,9.0,normal_market,2026-05-12T07:22:38.315876
potato,20,82.0,6,64,1.57,1.03,morning,monsoon,True,27.2,7.2,weekend_peak_demand,2026-05-09T16:22:38.315888
banana,40,100.0,0,52,1.77,1.09,evening,winter,True,58.0,18.0,normal_market,2026-05-10T04:22:38.315899
onion,25,76.0,6,115,1.27,1.0,morning,summer,True,24.01,-0.99,weekend_peak_demand,2026-05-13T05:22:38.315910
carrot,35,40.0,6,16,0.96,1.01,evening,summer,False,33.83,-1.17,normal_market,2026-05-10T13:22:38.315922
carrot,35,40.0,6,88,0.93,0.89,afternoon,monsoon,True,19.51,-15.49,normal_market,2026-05-12T00:22:38.315942
carrot,35,50.0,5,120,1.02,1.0,morning,summer,False,25.77,-9.23,normal_market,2026-05-11T04:22:38.315954
mango,150,25.0,5,47,0.58,0.82,evening,monsoon,False,78.37,-71.63,normal_market,2026-05-11T01:22:38.315965
banana,40,52.0,4,69,0.89,1.06,evening,winter,False,38.26,-1.74,normal_market,2026-05-10T17:22:38.315977
tomato,30,100.0,0,94,2.2,0.94,afternoon,monsoon,True,43.5,13.5,normal_market,2026-05-11T06:22:38.315989
banana,40,40.0,5,90,1.09,1.15,afternoon,summer,True,30.22,-9.78,normal_market,2026-05-13T01:22:38.316000
banana,40,88.0,1,42,1.36,1.07,afternoon,summer,False,52.92,12.92,normal_market,2026-05-10T22:22:38.316011
apple,120,75.0,5,31,1.38,1.07,afternoon,summer,True,146.61,26.61,normal_market,2026-05-12T22:22:38.316023
carrot,35,80.0,2,38,1.5,0.88,afternoon,monsoon,False,37.55,2.55,normal_market,2026-05-10T10:22:38.316034
cabbage,28,92.0,1,33,2.03,0.9,evening,winter,True,40.6,12.6,normal_market,2026-05-13T01:22:38.316046
tomato,30,0,6,40,0.48,0.89,evening,monsoon,False,14.36,-15.64,clearance_low_freshness,2026-05-10T17:22:38.316058
onion,25,80.0,5,56,1.42,0.92,evening,winter,True,29.65,4.65,normal_market,2026-05-12T20:22:38.316070
banana,40,64.0,3,38,1.37,1.15,afternoon,monsoon,True,48.45,8.45,normal_market,2026-05-12T01:22:38.316081
potato,20,94.0,2,31,1.39,1.06,morning,monsoon,True,28.79,8.79,weekend_peak_demand,2026-05-12T18:22:38.316093
tomato,30,100.0,0,22,1.77,0.97,afternoon,summer,False,42.99,12.99,normal_market,2026-05-10T06:22:38.316104
carrot,35,40.0,6,26,0.78,0.97,afternoon,monsoon,False,24.73,-10.27,normal_market,2026-05-10T15:22:38.316116
carrot,35,80.0,2,92,1.97,1.08,afternoon,winter,True,50.05,15.05,normal_market,2026-05-12T10:22:38.316127
banana,40,52.0,4,27,1.12,0.94,evening,summer,False,36.35,-3.65,normal_market,2026-05-09T14:22:38.316139
tomato,30,64.0,2,71,1.58,1.11,morning,monsoon,False,43.5,13.5,normal_market,2026-05-09T13:22:38.316151
banana,40,76.0,2,24,1.5,1.01,morning,summer,False,50.34,10.34,normal_market,2026-05-11T14:22:38.316162
banana,40,52.0,4,30,1.02,0.93,morning,summer,False,33.95,-6.05,normal_market,2026-05-09T11:22:38.316173
apple,120,70.0,6,90,1.28,0.95,morning,summer,False,105.33,-14.67,normal_market,2026-05-11T02:22:38.316184
potato,20,85.0,5,35,1.76,1.03,evening,winter,True,29.0,9.0,normal_market,2026-05-11T02:22:38.316196
banana,40,52.0,4,50,1.33,1.17,morning,summer,False,46.66,6.66,normal_market,2026-05-10T06:22:38.316207
onion,25,92.0,2,69,1.47,0.96,morning,monsoon,True,32.89,7.89,weekend_peak_demand,2026-05-12T01:22:38.316219
banana,40,88.0,1,79,1.85,0.92,morning,summer,True,54.12,14.12,weekend_peak_demand,2026-05-13T01:22:38.316231
onion,25,80.0,5,73,1.55,0.92,evening,summer,False,30.67,5.67,normal_market,2026-05-11T07:22:38.316243
banana,40,100.0,0,16,1.64,0.87,afternoon,summer,True,57.24,17.24,scarcity_price_surge,2026-05-11T06:22:38.316254
cabbage,28,84.0,2,7,1.67,1.11,afternoon,winter,True,40.6,12.6,scarcity_price_surge,2026-05-10T22:22:38.316265
tomato,30,82.0,1,98,1.33,1.08,evening,monsoon,False,39.96,9.96,normal_market,2026-05-11T13:22:38.316277
onion,25,92.0,2,64,1.45,1.04,evening,summer,False,36.25,11.25,normal_market,2026-05-12T23:22:38.316289
banana,40,64.0,3,29,1.25,0.94,evening,monsoon,True,41.38,1.38,normal_market,2026-05-11T23:22:38.316300
carrot,35,80.0,2,119,1.48,1.07,evening,summer,True,40.22,5.22,normal_market,2026-05-11T15:22:38.316311
carrot,35,100.0,0,17,1.27,1.16,afternoon,monsoon,False,50.75,15.75,normal_market,2026-05-12T18:22:38.316323
onion,25,88.0,3,118,1.56,0.98,evening,summer,False,28.28,3.28,normal_market,2026-05-12T00:22:38.316334
carrot,35,60.0,4,58,1.1,0.98,evening,monsoon,True,35.1,0.1,normal_market,2026-05-11T21:22:38.316346
potato,20,97.0,1,43,1.81,0.96,afternoon,winter,True,28.14,8.14,normal_market,2026-05-10T22:22:38.316357
mango,150,25.0,5,98,0.74,0.87,evening,monsoon,True,71.93,-78.07,waste_prevention_discount,2026-05-11T13:22:38.316369
banana,40,64.0,3,37,1.19,0.89,afternoon,winter,False,35.67,-4.33,normal_market,2026-05-10T01:22:38.316381
potato,20,82.0,6,79,1.62,1.07,afternoon,summer,True,27.26,7.26,normal_market,2026-05-13T06:22:38.316393
mango,150,100.0,0,8,1.87,0.99,evening,summer,False,217.5,67.5,scarcity_price_surge,2026-05-11T04:22:38.316404
potato,20,82.0,6,93,1.07,0.91,afternoon,winter,False,16.36,-3.64,normal_market,2026-05-09T23:22:38.316416
apple,120,80.0,4,36,1.63,1.04,evening,summer,False,169.87,49.87,normal_market,2026-05-10T22:22:38.316428
cabbage,28,52.0,6,104,1.11,1.05,afternoon,summer,True,21.52,-6.48,normal_market,2026-05-10T15:22:38.316439
onion,25,100.0,0,24,1.85,1.09,afternoon,monsoon,True,36.25,11.25,normal_market,2026-05-10T02:22:38.316451
apple,120,80.0,4,7,1.11,0.93,morning,summer,True,147.56,27.56,weekend_peak_demand,2026-05-09T14:22:38.316462
mango,150,85.0,1,36,1.83,0.9,evening,monsoon,True,199.4,49.4,normal_market,2026-05-10T12:22:38.316474
mango,150,25.0,5,101,0.75,1.21,afternoon,monsoon,False,92.93,-57.07,waste_prevention_discount,2026-05-12T00:22:38.316485
tomato,30,0,6,96,0.39,0.86,afternoon,summer,True,13.5,-16.5,waste_prevention_discount,2026-05-11T17:22:38.316498
banana,40,76.0,2,96,1.52,1.06,morning,monsoon,True,43.55,3.55,weekend_peak_demand,2026-05-11T23:22:38.316510
apple,120,75.0,5,9,1.39,0.98,evening,winter,True,167.23,47.23,normal_market,2026-05-10T04:22:38.316522
potato,20,91.0,3,102,1.17,1.07,afternoon,winter,True,20.97,0.97,normal_market,2026-05-09T19:22:38.316533
banana,40,64.0,3,15,1.37,1.02,afternoon,summer,True,49.42,9.42,normal_market,2026-05-09T16:22:38.316544
mango,150,85.0,1,83,1.71,0.92,evening,summer,True,191.55,41.55,normal_market,2026-05-09T16:22:38.316556
potato,20,100.0,0,13,1.6,0.98,morning,winter,True,29.0,9.0,weekend_peak_demand,2026-05-11T00:22:38.316568
apple,120,70.0,6,30,1.71,1.04,evening,monsoon,True,161.86,41.86,normal_market,2026-05-11T03:22:38.316579
banana,40,88.0,1,6,1.57,0.92,evening,winter,False,58.0,18.0,normal_market,2026-05-11T09:22:38.316591
mango,150,100.0,0,5,1.45,1.17,morning,winter,True,217.5,67.5,weekend_peak_demand,2026-05-11T02:22:38.316602
mango,150,25.0,5,58,0.68,1.03,afternoon,winter,True,94.28,-55.72,normal_market,2026-05-12T00:22:38.316614
tomato,30,100.0,0,118,1.92,0.85,afternoon,summer,True,32.02,2.02,normal_market,2026-05-10T03:22:38.316625
apple,120,80.0,4,75,1.38,0.96,afternoon,monsoon,False,136.03,16.03,normal_market,2026-05-09T06:22:38.316636
potato,20,91.0,3,20,1.54,0.9,morning,monsoon,True,24.97,4.97,weekend_peak_demand,2026-05-10T14:22:38.316648
mango,150,55.0,3,83,1.72,0.82,morning,summer,True,134.48,-15.52,weekend_peak_demand,2026-05-12T02:22:38.316659
apple,120,75.0,5,54,1.38,1.07,afternoon,monsoon,True,146.61,26.61,normal_market,2026-05-10T13:22:38.316671
mango,150,40.0,4,12,1.19,1.22,morning,winter,True,182.18,32.18,weekend_peak_demand,2026-05-09T08:22:38.316683
cabbage,28,52.0,6,108,1.83,0.97,morning,winter,True,29.78,1.78,weekend_peak_demand,2026-05-11T23:22:38.316694
onion,25,76.0,6,30,1.3,1.0,morning,monsoon,False,29.53,4.53,normal_market,2026-05-10T12:22:38.316706
banana,40,76.0,2,5,1.23,0.88,morning,winter,False,46.89,6.89,normal_market,2026-05-09T19:22:38.316718
apple,120,100.0,0,12,1.49,0.93,evening,winter,False,174.0,54.0,normal_market,2026-05-10T23:22:38.316729
carrot,35,70.0,3,45,1.36,0.84,afternoon,monsoon,True,32.25,-2.75,normal_market,2026-05-12T03:22:38.316741
apple,120,100.0,0,7,1.29,1.03,afternoon,summer,False,174.0,54.0,normal_market,2026-05-10T05:22:38.316752
carrot,35,90.0,1,39,1.69,1.11,evening,winter,True,50.75,15.75,normal_market,2026-05-10T16:22:38.316764
mango,150,100.0,0,50,2.55,1.11,afternoon,summer,True,217.5,67.5,normal_market,2026-05-13T04:22:38.316776
carrot,35,60.0,4,93,1.29,0.92,evening,summer,False,28.52,-6.48,normal_market,2026-05-09T14:22:38.316788
apple,120,80.0,4,58,1.16,1.02,afternoon,summer,True,135.97,15.97,normal_market,2026-05-11T10:22:38.316799
mango,150,40.0,4,79,1.16,1.21,afternoon,winter,False,148.37,-1.63,temporary_market_spike,2026-05-12T18:22:38.316811
carrot,35,50.0,5,39,1.35,0.97,morning,winter,False,39.51,4.51,normal_market,2026-05-11T22:22:38.316823
apple,120,80.0,4,68,1.22,0.99,evening,monsoon,False,144.98,24.98,normal_market,2026-05-09T07:22:38.316838
onion,25,88.0,3,12,1.19,1.0,afternoon,monsoon,False,33.91,8.91,normal_market,2026-05-11T09:22:38.316849
banana,40,64.0,3,77,1.36,0.88,morning,summer,True,38.82,-1.18,weekend_peak_demand,2026-05-10T01:22:38.316860
potato,20,88.0,4,118,1.63,1.0,afternoon,monsoon,False,21.76,1.76,normal_market,2026-05-09T08:22:38.316872
banana,40,40.0,5,15,1.07,0.93,evening,winter,True,36.79,-3.21,normal_market,2026-05-12T18:22:38.316883
apple,120,70.0,6,38,1.14,1.09,afternoon,winter,True,134.93,14.93,normal_market,2026-05-12T18:22:38.316894
banana,40,76.0,2,69,1.1,1.13,afternoon,winter,False,48.05,8.05,normal_market,2026-05-12T05:22:38.316906
banana,40,28.0,6,85,0.5,1.02,evening,winter,False,21.38,-18.62,waste_prevention_discount,2026-05-10T22:22:38.316917
banana,40,88.0,1,73,1.89,0.83,morning,winter,True,49.29,9.29,weekend_peak_demand,2026-05-12T20:22:38.316929
potato,20,88.0,4,45,1.52,1.06,morning,winter,True,28.72,8.72,weekend_peak_demand,2026-05-11T07:22:38.316940
potato,20,100.0,0,22,1.89,0.96,evening,summer,True,29.0,9.0,normal_market,2026-05-11T03:22:38.316952
potato,20,88.0,4,18,1.59,0.92,morning,monsoon,False,29.0,9.0,normal_market,2026-05-10T19:22:38.316963
potato,20,88.0,4,117,1.72,0.97,evening,winter,True,23.32,3.32,normal_market,2026-05-12T09:22:38.316974
potato,20,91.0,3,54,1.48,1.06,afternoon,summer,False,27.58,7.58,normal_market,2026-05-10T19:22:38.316985
potato,20,91.0,3,98,1.87,0.93,evening,summer,True,23.62,3.62,normal_market,2026-05-10T01:22:38.316997
apple,120,75.0,5,33,1.53,0.9,morning,monsoon,True,134.72,14.72,weekend_peak_demand,2026-05-09T06:22:38.317008
mango,150,10.0,6,10,0.84,1.1,afternoon,summer,True,121.5,-28.5,clearance_low_freshness,2026-05-10T09:22:38.317020
tomato,30,28.0,4,33,0.72,0.96,afternoon,monsoon,False,21.67,-8.33,normal_market,2026-05-12T22:22:38.317032
mango,150,70.0,2,112,1.73,1.18,afternoon,winter,True,175.16,25.16,normal_market,2026-05-09T11:22:38.317044
cabbage,28,68.0,4,66,1.35,1.01,evening,monsoon,False,32.94,4.94,normal_market,2026-05-12T02:22:38.317055
banana,40,88.0,1,100,1.48,1.07,morning,monsoon,False,47.05,7.05,normal_market,2026-05-12T22:22:38.317067
carrot,35,60.0,4,15,1.28,1.12,morning,summer,False,47.21,12.21,normal_market,2026-05-10T09:22:38.317078
potato,20,100.0,0,114,1.26,1.07,afternoon,summer,False,22.7,2.7,normal_market,2026-05-11T01:22:38.317090
potato,20,100.0,0,61,1.97,1.06,evening,winter,True,29.0,9.0,normal_market,2026-05-11T11:22:38.317101
carrot,35,90.0,1,87,2.02,1.1,afternoon,winter,False,50.75,15.75,normal_market,2026-05-13T04:22:38.317112
tomato,30,28.0,4,96,0.77,1.07,evening,monsoon,True,21.74,-8.26,waste_prevention_discount,2026-05-11T13:22:38.317123
mango,150,55.0,3,8,0.87,0.88,morning,monsoon,False,135.56,-14.44,normal_market,2026-05-11T06:22:38.317135
carrot,35,70.0,3,113,1.56,1.06,morning,summer,True,36.94,1.94,weekend_peak_demand,2026-05-09T21:22:38.317146
mango,150,100.0,0,24,2.15,1.04,morning,monsoon,True,217.5,67.5,weekend_peak_demand,2026-05-10T23:22:38.317158
cabbage,28,100.0,0,97,1.32,1.12,afternoon,summer,True,33.82,5.82,normal_market,2026-05-10T22:22:38.317169
banana,40,40.0,5,92,0.94,1.17,morning,monsoon,False,30.86,-9.14,normal_market,2026-05-09T17:22:38.317180
mango,150,85.0,1,80,1.59,0.82,evening,winter,False,171.21,21.21,normal_market,2026-05-10T11:22:38.317192
